seat_type,rank,percentile,gender,college_branch,,,
LOPENH,91656,39.4196471,F,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Mechanical Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Mechanical Engineering "
LOBCH,114761,12.7559948,F,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Mechanical Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Mechanical Engineering "
GOPENO,84996,45.6704109,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Mechanical Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Mechanical Engineering "
GOBCO,102728,28.1605922,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Mechanical Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Mechanical Engineering "
LOPENO,101921,28.6995083,F,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Mechanical Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Mechanical Engineering "
DEFOPENS,99744,31.5015186,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Mechanical Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Mechanical Engineering "
TFWS,62631,63.7147595,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Mechanical Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Mechanical Engineering "
EWS,96669,34.6668564,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Mechanical Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Mechanical Engineering "
GOPENH,77521,51.9313711,M,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Civil Engineering",,,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Civil Engineering "
LOPENH,83433,46.941483,F,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Civil Engineering",,,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Civil Engineering "
GOPENO,78082,51.2600953,M,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Civil Engineering",,,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Civil Engineering "
LOPENO,75617,53.926243,F,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Civil Engineering",,,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Civil Engineering "
TFWS,42234,76.7344555,M,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Civil Engineering",,,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Civil Engineering "
GOPENH,26260,85.8374792,M,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Computer Engineering",,,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Computer Engineering "
LOPENH,25691,86.2044419,F,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Computer Engineering",,,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Computer Engineering "
GOPENO,35866,80.5336015,M,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Computer Engineering",,,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Computer Engineering "
LOPENO,64174,62.3799839,F,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Computer Engineering",,,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Computer Engineering "
MI,113263,14.9316558,M,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Computer Engineering",,,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Computer Engineering "
TFWS,14858,91.9702423,M,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Computer Engineering",,,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Computer Engineering "
GOPENH,32976,82.1909278,M,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Information Technology",,,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Information Technology "
LOPENH,31485,82.9381616,F,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Information Technology",,,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Information Technology "
GOPENO,46415,74.2012741,M,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Information Technology",,,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Information Technology "
LOPENO,58411,66.4465439,F,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Information Technology",,,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Information Technology "
TFWS,17912,90.3769698,M,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Information Technology",,,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Information Technology "
GOPENH,57654,66.8137813,M,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Electrical Engineering",,,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Electrical Engineering "
LOPENH,47793,73.2440997,F,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Electrical Engineering",,,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Electrical Engineering "
GOPENO,57379,67.1125395,M,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Electrical Engineering",,,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Electrical Engineering "
LOPENO,49180,72.6414198,F,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Electrical Engineering",,,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Electrical Engineering "
TFWS,35602,80.6275908,M,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Electrical Engineering",,,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Electrical Engineering "
GOPENH,68988,58.8113371,M,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Mechanical Engineering",,,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Mechanical Engineering "
LOPENH,72696,55.8902921,F,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Mechanical Engineering",,,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Mechanical Engineering "
GOPENO,87194,43.3051128,M,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Mechanical Engineering",,,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Mechanical Engineering "
GOPENO,72159,56.5826603,M,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Mechanical Engineering",,,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Mechanical Engineering "
LOPENO,71243,57.0638559,F,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Mechanical Engineering",,,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Mechanical Engineering "
TFWS,42591,76.5675144,M,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Mechanical Engineering",,,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule Mechanical Engineering "
GOPENH,54943,68.7024004,M,"Government College of Engineering & Research, Avasari Khurd Civil Engineering",,,"Government College of Engineering & Research, Avasari Khurd Civil Engineering "
GSCH,85504,44.986801,M,"Government College of Engineering & Research, Avasari Khurd Civil Engineering",,,"Government College of Engineering & Research, Avasari Khurd Civil Engineering "
GSTH,115856,11.2993545,M,"Government College of Engineering & Research, Avasari Khurd Civil Engineering",,,"Government College of Engineering & Research, Avasari Khurd Civil Engineering "
GVJH,104643,25.7906003,M,"Government College of Engineering & Research, Avasari Khurd Civil Engineering",,,"Government College of Engineering & Research, Avasari Khurd Civil Engineering "
GNT1H,80907,49.0525702,M,"Government College of Engineering & Research, Avasari Khurd Civil Engineering",,,"Government College of Engineering & Research, Avasari Khurd Civil Engineering "
GNT2H,55479,68.3772406,M,"Government College of Engineering & Research, Avasari Khurd Civil Engineering",,,"Government College of Engineering & Research, Avasari Khurd Civil Engineering "
GNT3H,71763,56.7650587,M,"Government College of Engineering & Research, Avasari Khurd Civil Engineering",,,"Government College of Engineering & Research, Avasari Khurd Civil Engineering "
GOBCH,67227,60.0860804,M,"Government College of Engineering & Research, Avasari Khurd Civil Engineering",,,"Government College of Engineering & Research, Avasari Khurd Civil Engineering "
LOPENH,62375,63.7147595,F,"Government College of Engineering & Research, Avasari Khurd Civil Engineering",,,"Government College of Engineering & Research, Avasari Khurd Civil Engineering "
LSCH,98824,32.2621925,F,"Government College of Engineering & Research, Avasari Khurd Civil Engineering",,,"Government College of Engineering & Research, Avasari Khurd Civil Engineering "
LOBCH,74425,54.1780657,F,"Government College of Engineering & Research, Avasari Khurd Civil Engineering",,,"Government College of Engineering & Research, Avasari Khurd Civil Engineering "
LSTH,113547,14.6195704,F,"Government College of Engineering & Research, Avasari Khurd Civil Engineering",,,"Government College of Engineering & Research, Avasari Khurd Civil Engineering "
GOPENO,42335,76.6964455,M,"Government College of Engineering & Research, Avasari Khurd Civil Engineering",,,"Government College of Engineering & Research, Avasari Khurd Civil Engineering "
GSCO,42950,76.4889836,M,"Government College of Engineering & Research, Avasari Khurd Civil Engineering",,,"Government College of Engineering & Research, Avasari Khurd Civil Engineering "
GSTO,57715,66.8137813,M,"Government College of Engineering & Research, Avasari Khurd Civil Engineering",,,"Government College of Engineering & Research, Avasari Khurd Civil Engineering "
GNT1O,61941,64.0075195,M,"Government College of Engineering & Research, Avasari Khurd Civil Engineering",,,"Government College of Engineering & Research, Avasari Khurd Civil Engineering "
GNT2O,44452,75.4846987,M,"Government College of Engineering & Research, Avasari Khurd Civil Engineering",,,"Government College of Engineering & Research, Avasari Khurd Civil Engineering "
GOBCO,53634,69.5290454,M,"Government College of Engineering & Research, Avasari Khurd Civil Engineering",,,"Government College of Engineering & Research, Avasari Khurd Civil Engineering "
LOPENO,33230,81.984042,F,"Government College of Engineering & Research, Avasari Khurd Civil Engineering",,,"Government College of Engineering & Research, Avasari Khurd Civil Engineering "
LSCO,55840,68.2985361,F,"Government College of Engineering & Research, Avasari Khurd Civil Engineering",,,"Government College of Engineering & Research, Avasari Khurd Civil Engineering "
LOBCO,38576,79.0746326,F,"Government College of Engineering & Research, Avasari Khurd Civil Engineering",,,"Government College of Engineering & Research, Avasari Khurd Civil Engineering "
DEFOPENS,90157,41.1873138,M,"Government College of Engineering & Research, Avasari Khurd Civil Engineering",,,"Government College of Engineering & Research, Avasari Khurd Civil Engineering "
TFWS,31441,83.1461738,M,"Government College of Engineering & Research, Avasari Khurd Civil Engineering",,,"Government College of Engineering & Research, Avasari Khurd Civil Engineering "
EWS,45111,74.9700023,M,"Government College of Engineering & Research, Avasari Khurd Civil Engineering",,,"Government College of Engineering & Research, Avasari Khurd Civil Engineering "
GOPENH,10228,94.4462825,M,"Government College of Engineering & Research, Avasari Khurd Computer Engineering",,,"Government College of Engineering & Research, Avasari Khurd Computer Engineering "
GSCH,23770,87.1226124,M,"Government College of Engineering & Research, Avasari Khurd Computer Engineering",,,"Government College of Engineering & Research, Avasari Khurd Computer Engineering "
GSTH,43613,75.7886771,M,"Government College of Engineering & Research, Avasari Khurd Computer Engineering",,,"Government College of Engineering & Research, Avasari Khurd Computer Engineering "
GVJH,25139,86.402198,M,"Government College of Engineering & Research, Avasari Khurd Computer Engineering",,,"Government College of Engineering & Research, Avasari Khurd Computer Engineering "
GNT1H,16897,90.9190268,M,"Government College of Engineering & Research, Avasari Khurd Computer Engineering",,,"Government College of Engineering & Research, Avasari Khurd Computer Engineering "
GNT2H,11974,93.5601746,M,"Government College of Engineering & Research, Avasari Khurd Computer Engineering",,,"Government College of Engineering & Research, Avasari Khurd Computer Engineering "
GNT3H,20227,89.082417,M,"Government College of Engineering & Research, Avasari Khurd Computer Engineering",,,"Government College of Engineering & Research, Avasari Khurd Computer Engineering "
GOBCH,11969,93.5601746,M,"Government College of Engineering & Research, Avasari Khurd Computer Engineering",,,"Government College of Engineering & Research, Avasari Khurd Computer Engineering "
LOPENH,10627,94.2233079,F,"Government College of Engineering & Research, Avasari Khurd Computer Engineering",,,"Government College of Engineering & Research, Avasari Khurd Computer Engineering "
LSCH,28898,84.2332613,F,"Government College of Engineering & Research, Avasari Khurd Computer Engineering",,,"Government College of Engineering & Research, Avasari Khurd Computer Engineering "
LSTH,37327,79.5386869,F,"Government College of Engineering & Research, Avasari Khurd Computer Engineering",,,"Government College of Engineering & Research, Avasari Khurd Computer Engineering "
LOBCH,11615,93.7141189,F,"Government College of Engineering & Research, Avasari Khurd Computer Engineering",,,"Government College of Engineering & Research, Avasari Khurd Computer Engineering "
PWDOPENH,86538,44.6471616,M,"Government College of Engineering & Research, Avasari Khurd Computer Engineering",,,"Government College of Engineering & Research, Avasari Khurd Computer Engineering "
"PWDROBC
H",95809,35.6598862,M,"Government College of Engineering & Research, Avasari Khurd Computer Engineering",,,"Government College of Engineering & Research, Avasari Khurd Computer Engineering "
GOPENO,7764,95.7384206,M,"Government College of Engineering & Research, Avasari Khurd Computer Engineering",,,"Government College of Engineering & Research, Avasari Khurd Computer Engineering "
GSCO,7907,95.6650859,M,"Government College of Engineering & Research, Avasari Khurd Computer Engineering",,,"Government College of Engineering & Research, Avasari Khurd Computer Engineering "
GSTO,40043,78.106229,M,"Government College of Engineering & Research, Avasari Khurd Computer Engineering",,,"Government College of Engineering & Research, Avasari Khurd Computer Engineering "
GVJO,18044,90.3376471,M,"Government College of Engineering & Research, Avasari Khurd Computer Engineering",,,"Government College of Engineering & Research, Avasari Khurd Computer Engineering "
GNT1O,15760,91.5164369,M,"Government College of Engineering & Research, Avasari Khurd Computer Engineering",,,"Government College of Engineering & Research, Avasari Khurd Computer Engineering "
GNT2O,8086,95.582729,M,"Government College of Engineering & Research, Avasari Khurd Computer Engineering",,,"Government College of Engineering & Research, Avasari Khurd Computer Engineering "
